t,e,n,u
184.13712933800002,-0.036093033850193024,-0.005213528871536255,0.019691819325089455
184.14469967000002,-0.03611082583665848,-0.005244697444140911,0.019624313339591026
184.158546223,-0.03614617884159088,-0.005233439151197672,0.019499586895108223
184.16439999800002,-0.03612668439745903,-0.00525926286354661,0.019295867532491684
184.45945879500002,-0.03625033050775528,-0.00533129321411252,0.01903730072081089
184.46781958300002,-0.03629523143172264,-0.005394966807216406,0.01888461969792843
184.481215243,-0.03632303327322006,-0.005482392851263285,0.018741892650723457
184.774778851,-0.036370810121297836,-0.005612415727227926,0.01848447322845459
184.78545012400002,-0.03642449527978897,-0.0056237648241221905,0.01831967569887638
184.79399418600002,-0.03651655465364456,-0.0056284526363015175,0.01824258826673031
185.07908028,-0.03660053759813309,-0.005699778441339731,0.0181054025888443
185.090454348,-0.03665521740913391,-0.005725592840462923,0.018023936077952385
185.099172226,-0.03667984902858734,-0.005778343416750431,0.017919261008501053
185.10762289500002,-0.036699797958135605,-0.005864374805241823,0.01780778169631958
185.403313907,-0.03674428164958954,-0.005834946874529123,0.01766430214047432
185.413563712,-0.036818984895944595,-0.0058317300863564014,0.017412642017006874
185.42469845600002,-0.03681018576025963,-0.005865010432898998,0.017261167988181114
185.714418447,-0.03682594746351242,-0.00588297750800848,0.017069542780518532
185.726971854,-0.03681186959147453,-0.0059705814346671104,0.016883114352822304
185.734145092,-0.03676668182015419,-0.006084444001317024,0.016585638746619225
186.01699960000002,-0.03670687973499298,-0.006132078822702169,0.01648607663810253
186.02250040500002,-0.036674924194812775,-0.006195490714162588,0.016431162133812904
186.033244067,-0.03673163801431656,-0.006237976718693972,0.016331203281879425
186.041601635,-0.03677544742822647,-0.006472028326243162,0.016167862340807915
186.335962273,-0.03678307309746742,-0.00652540847659111,0.016118822619318962
186.34323740300002,-0.036747872829437256,-0.0065619382075965405,0.016056152060627937
186.35447932800002,-0.03673159331083298,-0.006629351060837507,0.01592634990811348
186.635301316,-0.03661894425749779,-0.006796860136091709,0.01569552533328533
186.64639714,-0.03664131462574005,-0.006849266123026609,0.015566166490316391
186.656725619,-0.0366184264421463,-0.00687379390001297,0.015446076169610023
186.935789191,-0.03656969591975212,-0.006959534250199795,0.01538301445543766
186.94588107,-0.03660660237073898,-0.007026720326393843,0.015285060741007328
186.96132600200002,-0.0366155169904232,-0.0071123624220490456,0.015218349173665047
186.966246686,-0.036617763340473175,-0.007212839089334011,0.015104847028851509
187.25078350500002,-0.03662601485848427,-0.007240595296025276,0.01502312533557415
187.25781008500002,-0.03668948635458946,-0.007259789854288101,0.01497457455843687
187.270541406,-0.03667483478784561,-0.00726483017206192,0.01487846951931715
187.55103808200002,-0.03670750930905342,-0.007301686331629753,0.014706985093653202
187.562147192,-0.036768537014722824,-0.007330778054893017,0.014410826377570629
187.57042529400002,-0.03681715577840805,-0.007350820116698742,0.014275578781962395
187.859247713,-0.03681007772684097,-0.007250951137393713,0.014009014703333378
187.86698620200002,-0.036845479160547256,-0.007256846409291029,0.01385178416967392
187.878343871,-0.036848317831754684,-0.007298460230231285,0.013706929981708527
