x,y,z
0.26187975287035375,0.07288907643940962,0.3846973169806533
0.5487418184348994,0.12901955449157787,0.4522215702062712
0.8356038839994452,0.18515003254374612,0.5197458234318891
1.1224659495639908,0.24128051059591435,0.587270076657507
1.4093280151285363,0.2974109886480826,0.6547943298831249
1.6961900806930823,0.3535414667002509,0.7223185831087429
1.983052146257628,0.4096719447524191,0.7898428363343608
2.2699142118221736,0.46580242280458733,0.8573670895599786
2.556776277386719,0.5219329008567556,0.9248913427855966
2.8436383429512646,0.5780633789089238,0.9924155960112144
3.1305004085158106,0.6341938569610921,1.0599398492368324
3.4173624740803565,0.6903243350132604,1.1274641024624503
3.7042245396449016,0.7464548130654285,1.1949883556880683
3.991086605209448,0.8025852911175968,1.2625126089136862
4.277948670773993,0.858715769169765,1.330036862139304
4.564810736338539,0.9148462472219333,1.397561115364922
4.851672801903085,0.9709767252741016,1.4650853685905398
5.0,1.0,1.5
5.0,1.0,1.5
5.0,1.0,1.5
0.26187975287035375,0.07288907643940962,0.3846973169806533
0.5487418184348994,0.12901955449157787,0.4522215702062712
0.8356038839994452,0.18515003254374612,0.5197458234318891
1.1224659495639908,0.24128051059591435,0.587270076657507
1.4093280151285363,0.2974109886480826,0.6547943298831249
1.6961900806930823,0.3535414667002509,0.7223185831087429
1.983052146257628,0.4096719447524191,0.7898428363343608
2.2699142118221736,0.46580242280458733,0.8573670895599786
2.556776277386719,0.5219329008567556,0.9248913427855966
2.8436383429512646,0.5780633789089238,0.9924155960112144
3.1305004085158106,0.6341938569610921,1.0599398492368324
3.4173624740803565,0.6903243350132604,1.1274641024624503
3.7042245396449016,0.7464548130654285,1.1949883556880683
3.991086605209448,0.8025852911175968,1.2625126089136862
4.277948670773993,0.858715769169765,1.330036862139304
4.564810736338539,0.9148462472219333,1.397561115364922
4.851672801903085,0.9709767252741016,1.4650853685905398
5.0,1.0,1.5
5.0,1.0,1.5
5.0,1.0,1.5
0.2608412638781361,0.07256014129425586,0.3857126236027291
0.5477183711733207,0.1287011736314595,0.45316416026469286
0.8345954784685053,0.18484220596866313,0.5206156969266567
1.1214725857636898,0.24098323830586674,0.5880672335886203
1.4083496930588744,0.29712427064307034,0.655518770250584
1.6952268003540591,0.35326530298027403,0.7229703069125478
1.9821039076492437,0.4094063353174776,0.7904218435745115
2.268981014944428,0.46554736765468124,0.8578733802364752
2.555858122239613,0.5216883999918849,0.925324916898439
2.842735229534797,0.5778294323290885,0.9927764535604027
3.129612336829982,0.6339704646662921,1.0602279902223666
3.4164894441251668,0.6901114970034958,1.1276795268843303
3.703366551420351,0.7462525293406993,1.195131063546294
3.990243658715536,0.802393561677903,1.2625826002082576
4.27712076601072,0.8585345940151066,1.3300341368702213
4.563997873305905,0.9146756263523103,1.397485673532185
4.850874980601089,0.970816658689514,1.464937210194149
5.0,1.0,1.5
5.0,1.0,1.5
5.0,1.0,1.5
0.25611829632201677,0.07103472369506678,0.39044053572766857
0.5430646327372171,0.12722566591143053,0.45755519903407255
0.8300109691524175,0.1834166081277943,0.5246698623404765
1.1169573055676176,0.23960755034415807,0.5917845256468804
1.403903641982818,0.2957984925605218,0.6588991889532844
1.6908499783980184,0.3519894347768856,0.7260138522596884
1.9777963148132187,0.4081803769932494,0.7931285155660923
2.264742651228419,0.4643713192096131,0.8602431788724962
2.5516889876436193,0.5205622614259768,0.9273578421789002
2.8386353240588194,0.5767532036423406,0.9944725054853041
3.12558166047402,0.6329441458587044,1.061587168791708
3.4125279968892204,0.6891350880750682,1.1287018320981121
3.6994743333044204,0.745326030291432,1.1958164954045158
3.986420669719621,0.8015169725077957,1.26293115871092
4.273367006134821,0.8577079147241594,1.3300458220173237
4.560313342550021,0.9138988569405232,1.3971604853237278
4.847259678965222,0.970089799156887,1.4642751486301318
5.0,1.0,1.5
5.0,1.0,1.5
5.0,1.0,1.5
0.2539602023935121,0.07045626076679026,0.3933840461418096
0.5409494022678935,0.1266650211959202,0.4603002206176646
0.8279386021422749,0.18287378162505016,0.5272163950935196
1.1149278020166562,0.2390825420541801,0.5941325695693747
1.4019170018910374,0.29529130248331004,0.6610487440452296
1.688906201765419,0.35150006291244,0.7279649185210847
1.9758954016398005,0.40770882334156994,0.7948810929969397
2.2628846015141817,0.4639175837706999,0.8617972674727946
2.549873801388563,0.5201263441998298,0.9287134419486497
2.836863001262944,0.5763351046289598,0.9956296164245046
3.1238522011373258,0.6325438650580898,1.0625457909003597
3.4108414010117074,0.6887526254872197,1.1294619653762148
3.697830600886088,0.7449613859163496,1.1963781398520696
3.9848198007604703,0.8011701463454796,1.2632943143279247
4.271809000634851,0.8573789067746095,1.3302104888037798
4.558798200509233,0.9135876672037395,1.3971266632796346
4.845787400383614,0.9697964276328694,1.4640428377554897
5.0,1.0,1.5
5.0,1.0,1.5
5.0,1.0,1.5
0.2523153450388324,0.07014408999601024,0.39651291682768314
0.5393498964704299,0.12636112912583386,0.46322731404400763
0.8263844479020275,0.18257816825565748,0.5299417112603322
1.1134189993336248,0.23879520738548107,0.5966561084766566
1.4004535507652223,0.29501224651530467,0.6633705056929811
1.68748810219682,0.35122928564512834,0.7300849029093057
1.9745226536284175,0.4074463247749519,0.7967993001256302
2.2615572050600146,0.4636633639047755,0.8635136973419546
2.548591756491612,0.5198804030345991,0.9302280945582792
2.8356263079232096,0.5760974421644227,0.9969424917746036
3.122660859354807,0.6323144812942464,1.0636568889909281
3.409695410786405,0.6885315204240701,1.1303712862072528
3.696729962218002,0.7447485595538935,1.1970856834235772
3.9837645136496,0.8009655986837172,1.2638000806399017
4.270799065081197,0.8571826378135408,1.3305144778562261
4.557833616512794,0.9133996769433644,1.3972288750725506
4.844868167944393,0.9696167160731881,1.4639432722888752
5.0,1.0,1.5
5.0,1.0,1.5
5.0,1.0,1.5
0.25079931869803523,0.06999921288928514,0.40049703950856896
0.5378911903440685,0.12621828732323895,0.46696261634776537
0.824983061990102,0.18243736175719277,0.5334281931869618
1.112074933636135,0.23865643619114657,0.5998937700261582
1.3991668052821684,0.29487551062510037,0.6663593468653545
1.686258676928202,0.3510945850590542,0.732824923704551
1.9733505485742353,0.407313659493008,0.7992905005437473
2.260442420220268,0.4635327339269618,0.8657560773829437
2.5475342918663015,0.5197518083609156,0.93222165422214
2.834626163512335,0.5759708827948694,0.9986872310613364
3.121718035158368,0.6321899572288233,1.0651528079005328
3.408809906804402,0.6884090316627771,1.1316183847397294
3.695901778450435,0.7446281060967309,1.1980839615789256
3.9829936500964687,0.8008471805306847,1.264549538418122
4.2700855217425016,0.8570662549646384,1.3310151152573182
4.5571773933885344,0.9132853293985923,1.3974806920965148
4.844269265034568,0.9695044038325462,1.4639462689357112
5.0,1.0,1.5
5.0,1.0,1.5
5.0,1.0,1.5
0.2497953595792204,0.0700206422876376,0.40399186325700387
0.5369372871170341,0.12623633941184642,0.4702437224513552
0.824079214654848,0.18245203653605524,0.5364955816457065
1.1112211421926617,0.23866773366026403,0.6027474408400578
1.3983630697304754,0.2948834307844728,0.6689993000344091
1.6855049972682894,0.3510991279086817,0.7352511592287605
1.972646924806103,0.40731482503289046,0.8015030184231118
2.2597888523439167,0.4635305221570993,0.8677548776174631
2.5469307798817304,0.519746219281308,0.9340067368118143
2.834072707419544,0.5759619164055169,1.0002585960061656
3.1212146349573584,0.6321776135297257,1.066510455200517
3.408356562495172,0.6883933106539346,1.1327623143948684
3.6954984900329855,0.7446090077781433,1.1990141735892195
3.9826404175707992,0.8008247049023521,1.265266032783571
4.269782345108613,0.857040402026561,1.331517891977922
4.556924272646427,0.9132560991507698,1.3977697511722735
4.844066200184241,0.9694717962749786,1.4640216103666248
5.0,1.0,1.5
5.0,1.0,1.5
5.0,1.0,1.5
0.24823060382638878,0.07052122478100477,0.41235839211160913
0.5354923816866578,0.1267116042358243,0.47811029122700244
0.8227541595469269,0.18290198369064387,0.5438621903423958
1.1100159374071958,0.2390923631454634,0.609614089457789
1.3972777152674647,0.2952827426002829,0.6753659885731824
1.684539493127734,0.3514731220551025,0.7411178876885758
1.9718012709880028,0.40766350150992203,0.8068697868039691
2.259063048848272,0.46385388096474156,0.8726216859193624
2.5463248267085405,0.5200442604195611,0.9383735850347558
2.8335866045688096,0.5762346398743806,1.004125484150149
3.1208483824290787,0.6324250193292003,1.0698773832655424
3.408110160289348,0.6886153987840198,1.1356292823809357
3.695371938149617,0.7448057782388393,1.201381181496329
3.982633716009886,0.8009961576936588,1.2671330806117225
4.2698954938701545,0.8571865371484784,1.3328849797271156
4.557157271730424,0.9133769166032979,1.398636878842509
4.844419049590693,0.9695672960581175,1.4643887779579023
5.0,1.0,1.5
5.0,1.0,1.5
5.0,1.0,1.5
0.24774408057212033,0.07107296194127183,0.4171781796352685
0.5350753086781342,0.12723781315964422,0.48264782789083727
0.8224065367841482,0.1834026643780166,0.548117476146406
1.109737764890162,0.23956751559638897,0.6135871244019748
1.397068992996176,0.29573236681476134,0.6790567726575436
1.68440022110219,0.3518972180331338,0.7445264209131124
1.971731449208204,0.4080620692515061,0.8099960691686812
2.2590626773142177,0.4642269204698785,0.87546571742425
2.546393905420232,0.5203917716882509,0.9409353656798187
2.8337251335262454,0.5765566229066232,1.0064050139353875
